"Month","Day","Hour","Output power (W)"
"6","8","16","262.124"
"6","8","17","160.714"
"6","8","18","79.376"
"6","8","19","24.705"
"6","8","20","0"
"6","8","21","0"
"6","8","22","0"
"6","8","23","0"
"6","9","0","0"
"6","9","1","0"
"6","9","2","0"
"6","9","3","0"
"6","9","4","0"
"6","9","5","25.114"
"6","9","6","79.637"
"6","9","7","171.831"
"6","9","8","294.966"
"6","9","9","433.91"
"6","9","10","550.422"
"6","9","11","627.442"
"6","9","12","640.03"
"6","9","13","607.485"
"6","9","14","530.719"
"6","9","15","414.726"
"6","9","16","279.033"
"6","9","17","160.066"
"6","9","18","72.44"
"6","9","19","21.606"
"6","9","20","0"
"6","9","21","0"
"6","9","22","0"
"6","9","23","0"
"6","10","0","0"
"6","10","1","0"
"6","10","2","0"
"6","10","3","0"
"6","10","4","0"
"6","10","5","18.976"
"6","10","6","69.235"
"6","10","7","167.37"
"6","10","8","302.435"
"6","10","9","445.868"
"6","10","10","572.485"
"6","10","11","653.929"
"6","10","12","693.094"
"6","10","13","655.201"
"6","10","14","551.213"
"6","10","15","411.029"
"6","10","16","275.382"
"6","10","17","150.912"
"6","10","18","61.836"
"6","10","19","16.504"
"6","10","20","0"
"6","10","21","0"
"6","10","22","0"
"6","10","23","0"
"6","11","0","0"
"6","11","1","0"
"6","11","2","0"
"6","11","3","0"
"6","11","4","0"
"6","11","5","29.557"
"6","11","6","87.704"
"6","11","7","170.631"
"6","11","8","274.729"
"6","11","9","388.462"
"6","11","10","483.595"
"6","11","11","553.162"
"6","11","12","572.822"
"6","11","13","544.855"
"6","11","14","462.548"
"6","11","15","358.961"
"6","11","16","253.835"
"6","11","17","157.641"
"6","11","18","80.344"
"6","11","19","25.95"
"6","11","20","0"
"6","11","21","0"
"6","11","22","0"
"6","11","23","0"
"6","12","0","0"
"6","12","1","0"
"6","12","2","0"
"6","12","3","0"
"6","12","4","0"
"6","12","5","30.262"
"6","12","6","89.612"
"6","12","7","168.338"
"6","12","8","261.605"
"6","12","9","360.491"
"6","12","10","444.49"
"6","12","11","513.436"
"6","12","12","543.138"
"6","12","13","517.794"
"6","12","14","452.766"
"6","12","15","355.648"
"6","12","16","253.534"
"6","12","17","159.425"
"6","12","18","83.701"
"6","12","19","27.441"
"6","12","20","0"
"6","12","21","0"
"6","12","22","0"
"6","12","23","0"
"6","13","0","0"
"6","13","1","0"
"6","13","2","0"
"6","13","3","0"
"6","13","4","0"
"6","13","5","19.29"
"6","13","6","59.647"
"6","13","7","105.062"
"6","13","8","150.809"
"6","13","9","196.339"
"6","13","10","237.441"
"6","13","11","265.321"
"6","13","12","275.196"
"6","13","13","263.939"
"6","13","14","234.14"
"6","13","15","189.69"
"6","13","16","146.397"
"6","13","17","100.619"
"6","13","18","56.388"
"6","13","19","18.129"
"6","13","20","0"
"6","13","21","0"
"6","13","22","0"
"6","13","23","0"
"6","14","0","0"
"6","14","1","0"
"6","14","2","0"
"6","14","3","0"
"6","14","4","0"
"6","14","5","24.433"
"6","14","6","73.69"
"6","14","7","127.148"
"6","14","8","181.835"
"6","14","9","240.283"
"6","14","10","288.793"
"6","14","11","321.57"
"6","14","12","335.39"
"6","14","13","312.133"
"6","14","14","278.366"
"6","14","15","226.686"
"6","14","16","172.361"
"6","14","17","121.774"
"6","14","18","70.158"
"6","14","19","23.102"
"6","14","20","0"
"6","14","21","0"
"6","14","22","0"
"6","14","23","0"
"6","15","0","0"
"6","15","1","0"
"6","15","2","0"
"6","15","3","0"
"6","15","4","0"
"6","15","5","8.396"
"6","15","6","30.883"
"6","15","7","55.457"
"6","15","8","81.912"
"6","15","9","105.503"
"6","15","10","127.126"
"6","15","11","144.806"
"6","15","12","151.13"
"6","15","13","145.611"
"6","15","14","127.271"
"6","15","15","105.821"
"6","15","16","81.193"
"6","15","17","55.29"
"6","15","18","29.9"
"6","15","19","8.338"
"6","15","20","0"
"6","15","21","0"
"6","15","22","0"
"6","15","23","0"
"6","16","0","0"
"6","16","1","0"
"6","16","2","0"
"6","16","3","0"
"6","16","4","0"
"6","16","5","22.911"
"6","16","6","75.925"
"6","16","7","165.663"
"6","16","8","281.931"
"6","16","9","408.201"
"6","16","10","514.838"
"6","16","11","602.162"
"6","16","12","641.061"
"6","16","13","608.446"
"6","16","14","526.517"
"6","16","15","404.035"
"6","16","16","274.019"
"6","16","17","155.7"
"6","16","18","70.581"
"6","16","19","20.881"
"6","16","20","0"
"6","16","21","0"
"6","16","22","0"
"6","16","23","0"
"6","17","0","0"
"6","17","1","0"
"6","17","2","0"
"6","17","3","0"
"6","17","4","0"
"6","17","5","29.183"
"6","17","6","86.007"
"6","17","7","166.368"
"6","17","8","264.099"
"6","17","9","367.82"
"6","17","10","455.847"
"6","17","11","533.853"
"6","17","12","564.176"
"6","17","13","537.383"
"6","17","14","464.87"
"6","17","15","368.925"
"6","17","16","259.243"
"6","17","17","159.497"
"6","17","18","80.823"
"6","17","19","26.81"
"6","17","20","0"
"6","17","21","0"
"6","17","22","0"
"6","17","23","0"
"6","18","0","0"
"6","18","1","0"
"6","18","2","0"
"6","18","3","0"
"6","18","4","0"
"6","18","5","27.101"
"6","18","6","81.972"
"6","18","7","165.874"
"6","18","8","270.741"
"6","18","9","377.938"
"6","18","10","477.108"
"6","18","11","555.848"
"6","18","12","589.471"
"6","18","13","562.485"
"6","18","14","489.604"
"6","18","15","376.51"
"6","18","16","264.778"
"6","18","17","157.581"
"6","18","18","77.357"
"6","18","19","25.496"
"6","18","20","0"
"6","18","21","0"
"6","18","22","0"
"6","18","23","0"
"6","19","0","0"
"6","19","1","0"
"6","19","2","0"
"6","19","3","0"
"6","19","4","0"
"6","19","5","30.879"
"6","19","6","87.453"
"6","19","7","161.764"
"6","19","8","250.159"
"6","19","9","338.822"
"6","19","10","421.137"
"6","19","11","486.107"
"6","19","12","514.063"
"6","19","13","500.198"
"6","19","14","443.38"
"6","19","15","358.027"
"6","19","16","256.61"
"6","19","17","160.294"
"6","19","18","83.166"
"6","19","19","29.906"
"6","19","20","0"
"6","19","21","0"
"6","19","22","0"
"6","19","23","0"
"6","20","0","0"
"6","20","1","0"
"6","20","2","0"
"6","20","3","0"
"6","20","4","0"
"6","20","5","30.471"
"6","20","6","86.089"
"6","20","7","156.941"
"6","20","8","244.676"
"6","20","9","337.185"
"6","20","10","425.04"
"6","20","11","480.66"
"6","20","12","502.437"
"6","20","13","482.857"
"6","20","14","427.321"
"6","20","15","343.324"
"6","20","16","250.417"
"6","20","17","160.303"
"6","20","18","86.713"
"6","20","19","30.772"
"6","20","20","0"
"6","20","21","0"
"6","20","22","0"
"6","20","23","0"
"6","21","0","0"
"6","21","1","0"
"6","21","2","0"
"6","21","3","0"
"6","21","4","0"
"6","21","5","28.914"
"6","21","6","85.748"
"6","21","7","165.202"
"6","21","8","265.642"
"6","21","9","372.568"
"6","21","10","463.475"
"6","21","11","524.421"
"6","21","12","535.003"
"6","21","13","504.807"
"6","21","14","441.304"
"6","21","15","352.426"
"6","21","16","250.291"
"6","21","17","158.09"
"6","21","18","81.837"
"6","21","19","28.002"
"6","21","20","0"
"6","21","21","0"
"6","21","22","0"
"6","21","23","0"
"6","22","0","0"
"6","22","1","0"
"6","22","2","0"
"6","22","3","0"
"6","22","4","0"
"6","22","5","29.302"
"6","22","6","85.427"
"6","22","7","162.137"
"6","22","8","254.538"
"6","22","9","352.328"
"6","22","10","444.749"
"6","22","11","509.944"
"6","22","12","532.528"
"6","22","13","508.163"
"6","22","14","441.587"
"6","22","15","349.621"
"6","22","16","250.75"
"6","22","17","156.432"
"6","22","18","82.528"
"6","22","19","28.919"
"6","22","20","0"
"6","22","21","0"
"6","22","22","0"
"6","22","23","0"
"6","23","0","0"
"6","23","1","0"
"6","23","2","0"
"6","23","3","0"
"6","23","4","0"
"6","23","5","28.386"
"6","23","6","84.665"
"6","23","7","159.996"
"6","23","8","251.407"
"6","23","9","347.827"
"6","23","10","430.94"
"6","23","11","487.114"
"6","23","12","505.522"
"6","23","13","483.126"
"6","23","14","436.102"
"6","23","15","349.511"
"6","23","16","250.363"
"6","23","17","158.843"
"6","23","18","82.67"
"6","23","19","28.936"
"6","23","20","0"
"6","23","21","0"
"6","23","22","0"
"6","23","23","0"
"6","24","0","0"
"6","24","1","0"
"6","24","2","0"
"6","24","3","0"
"6","24","4","0"
"6","24","5","28.266"
"6","24","6","85.056"
"6","24","7","158.228"
"6","24","8","247.55"
"6","24","9","335.318"
"6","24","10","418.549"
"6","24","11","484.651"
"6","24","12","514.746"
"6","24","13","491.942"
"6","24","14","425.591"
"6","24","15","333.155"
"6","24","16","239.953"
"6","24","17","153.357"
"6","24","18","82.728"
"6","24","19","28.621"
"6","24","20","0"
"6","24","21","0"
"6","24","22","0"
"6","24","23","0"
"6","25","0","0"
"6","25","1","0"
"6","25","2","0"
"6","25","3","0"
"6","25","4","0"
"6","25","5","26.921"
"6","25","6","81.955"
"6","25","7","159.605"
"6","25","8","253.509"
"6","25","9","354.005"
"6","25","10","451.345"
"6","25","11","526.402"
"6","25","12","554.867"
"6","25","13","530.852"
"6","25","14","455.858"
"6","25","15","350.668"
"6","25","16","250.284"
"6","25","17","157.728"
"6","25","18","81.701"
"6","25","19","27.942"
"6","25","20","0"
"6","25","21","0"
"6","25","22","0"
"6","25","23","0"
"6","26","0","0"
"6","26","1","0"
"6","26","2","0"
"6","26","3","0"
"6","26","4","0"
"6","26","5","27.407"
"6","26","6","83.196"
"6","26","7","162.887"
"6","26","8","263.399"
"6","26","9","374.225"
"6","26","10","470.467"
"6","26","11","542.693"
"6","26","12","566.705"
"6","26","13","542.835"
"6","26","14","462.027"
"6","26","15","360.188"
"6","26","16","256.202"
"6","26","17","160.995"
"6","26","18","83.58"
"6","26","19","28.411"
"6","26","20","0"
"6","26","21","0"
"6","26","22","0"
"6","26","23","0"
"6","27","0","0"
"6","27","1","0"
"6","27","2","0"
"6","27","3","0"
"6","27","4","0"
"6","27","5","25.4"
"6","27","6","79.249"
"6","27","7","162.197"
"6","27","8","268.083"
"6","27","9","376.944"
"6","27","10","477.77"
"6","27","11","557.234"
"6","27","12","593.033"
"6","27","13","567.47"
"6","27","14","495.128"
"6","27","15","382.361"
"6","27","16","271.395"
"6","27","17","163"
"6","27","18","82.172"
"6","27","19","27.835"
"6","27","20","0"
"6","27","21","0"
"6","27","22","0"
"6","27","23","0"
"6","28","0","0"
"6","28","1","0"
"6","28","2","0"
"6","28","3","0"
"6","28","4","0"
"6","28","5","16.965"
"6","28","6","62.846"
"6","28","7","157.723"
"6","28","8","291.047"
"6","28","9","434.748"
"6","28","10","564.793"
"6","28","11","651.451"
"6","28","12","680.804"
"6","28","13","650.268"
"6","28","14","553.161"
"6","28","15","429.658"
"6","28","16","289.771"
"6","28","17","157.549"
"6","28","18","65.817"
"6","28","19","18.578"
"6","28","20","0"
"6","28","21","0"
"6","28","22","0"
"6","28","23","0"
"6","29","0","0"
"6","29","1","0"
"6","29","2","0"
"6","29","3","0"
"6","29","4","0"
"6","29","5","22.683"
"6","29","6","73.678"
"6","29","7","161.065"
"6","29","8","280.133"
"6","29","9","413.789"
"6","29","10","528.23"
"6","29","11","614.909"
"6","29","12","642.907"
"6","29","13","613.868"
"6","29","14","533.096"
"6","29","15","416.288"
"6","29","16","283.737"
"6","29","17","165.756"
"6","29","18","75.639"
"6","29","19","23.046"
"6","29","20","0"
"6","29","21","0"
"6","29","22","0"
"6","29","23","0"
"6","30","0","0"
"6","30","1","0"
"6","30","2","0"
"6","30","3","0"
"6","30","4","0"
"6","30","5","20.604"
"6","30","6","72.656"
"6","30","7","162.275"
"6","30","8","284.34"
"6","30","9","421.309"
"6","30","10","541.636"
"6","30","11","624.714"
"6","30","12","654.129"
"6","30","13","624.483"
"6","30","14","541.311"
"6","30","15","423.194"
"6","30","16","287.865"
"6","30","17","167.674"
"6","30","18","76.721"
"6","30","19","23.567"
"6","30","20","0"
"6","30","21","0"
"6","30","22","0"
"6","30","23","0"
"7","1","0","0"
"7","1","1","0"
"7","1","2","0"
"7","1","3","0"
"7","1","4","0"
"7","1","5","13.702"
"7","1","6","55.577"
"7","1","7","149.877"
"7","1","8","285.922"
"7","1","9","439.171"
"7","1","10","573.219"
"7","1","11","663.926"
"7","1","12","697.001"
"7","1","13","664.717"
"7","1","14","574.611"
"7","1","15","442.87"
"7","1","16","292.603"
"7","1","17","156.095"
"7","1","18","59.787"
"7","1","19","14.391"
"7","1","20","0"
"7","1","21","0"
"7","1","22","0"
"7","1","23","0"
"7","2","0","0"
"7","2","1","0"
"7","2","2","0"
"7","2","3","0"
"7","2","4","0"
"7","2","5","14.969"
"7","2","6","58.633"
"7","2","7","149.352"
"7","2","8","284.069"
"7","2","9","434.376"
"7","2","10","564.699"
"7","2","11","639.798"
"7","2","12","648.871"
"7","2","13","618.533"
"7","2","14","537.184"
"7","2","15","429.552"
"7","2","16","286.664"
"7","2","17","157.003"
"7","2","18","63"
"7","2","19","16.951"
"7","2","20","0"
"7","2","21","0"
"7","2","22","0"
"7","2","23","0"
"7","3","0","0"
"7","3","1","0"
"7","3","2","0"
"7","3","3","0"
"7","3","4","0"
"7","3","5","16.446"
"7","3","6","62.438"
"7","3","7","151.892"
"7","3","8","280.938"
"7","3","9","421.507"
"7","3","10","554.818"
"7","3","11","643.908"
"7","3","12","684.815"
"7","3","13","654.627"
"7","3","14","566.482"
"7","3","15","432.566"
"7","3","16","293.56"
"7","3","17","161.644"
"7","3","18","67.842"
"7","3","19","19.164"
"7","3","20","0"
"7","3","21","0"
"7","3","22","0"
"7","3","23","0"
"7","4","0","0"
"7","4","1","0"
"7","4","2","0"
"7","4","3","0"
"7","4","4","0"
"7","4","5","22.751"
"7","4","6","75.702"
"7","4","7","159.15"
"7","4","8","267.907"
"7","4","9","382.509"
"7","4","10","488.589"
"7","4","11","572.107"
"7","4","12","610.482"
"7","4","13","583.676"
"7","4","14","500.639"
"7","4","15","382.461"
"7","4","16","270.75"
"7","4","17","163.689"
"7","4","18","80.149"
"7","4","19","26.38"
"7","4","20","0"
"7","4","21","0"
"7","4","22","0"
"7","4","23","0"
"7","5","0","0"
"7","5","1","0"
"7","5","2","0"
"7","5","3","0"
"7","5","4","0"
"7","5","5","7.047"
"7","5","6","43.06"
"7","5","7","137.29"
"7","5","8","276.595"
"7","5","9","428.068"
"7","5","10","560.368"
"7","5","11","649.977"
"7","5","12","682.055"
"7","5","13","670.127"
"7","5","14","588.834"
"7","5","15","453.357"
"7","5","16","292.835"
"7","5","17","148.139"
"7","5","18","48.968"
"7","5","19","9.282"
"7","5","20","0"
"7","5","21","0"
"7","5","22","0"
"7","5","23","0"
"7","6","0","0"
"7","6","1","0"
"7","6","2","0"
"7","6","3","0"
"7","6","4","0"
"7","6","5","17.607"
"7","6","6","66.118"
"7","6","7","152.772"
"7","6","8","268.092"
"7","6","9","395.596"
"7","6","10","504.257"
"7","6","11","579.804"
"7","6","12","604.333"
"7","6","13","577.717"
"7","6","14","517.812"
"7","6","15","411.192"
"7","6","16","279.607"
"7","6","17","160.848"
"7","6","18","71.819"
"7","6","19","20.749"
"7","6","20","0"
"7","6","21","0"
"7","6","22","0"
"7","6","23","0"
"7","7","0","0"
"7","7","1","0"
"7","7","2","0"
"7","7","3","0"
"7","7","4","0"
"7","7","5","21.707"
"7","7","6","76.183"
"7","7","7","155.578"
"7","7","8","258.272"
"7","7","9","363.77"
"7","7","10","463.182"
"7","7","11","541.19"
"7","7","12","565.919"
"7","7","13","542.363"
"7","7","14","484.126"
"7","7","15","379.905"
"7","7","16","268.721"
"7","7","17","162.884"
"7","7","18","81.097"
"7","7","19","26.201"
"7","7","20","0"
"7","7","21","0"
"7","7","22","0"
"7","7","23","0"
"7","8","0","0"
"7","8","1","0"
"7","8","2","0"
"7","8","3","0"
"7","8","4","0"
"7","8","5","21.132"
"7","8","6","73.719"
"7","8","7","129.769"
"7","8","8","191.162"
"7","8","9","251.607"
"7","8","10","317.461"
"7","8","11","361.757"
"7","8","12","379.656"
"7","8","13","369.106"
"7","8","14","332.723"
"7","8","15","271.324"
"7","8","16","204.141"
"7","8","17","138.093"
"7","8","18","80.271"
"7","8","19","27.324"
"7","8","20","0"
"7","8","21","0"
"7","8","22","0"
"7","8","23","0"
"7","9","0","0"
"7","9","1","0"
"7","9","2","0"
"7","9","3","0"
"7","9","4","0"
"7","9","5","24.204"
"7","9","6","79.523"
"7","9","7","149.947"
"7","9","8","232.729"
"7","9","9","317.264"
"7","9","10","391.998"
"7","9","11","459.844"
"7","9","12","488.284"
"7","9","13","469.469"
"7","9","14","415.942"
"7","9","15","328.864"
"7","9","16","242.33"
"7","9","17","154.424"
"7","9","18","84.887"
"7","9","19","29.621"
"7","9","20","0"
"7","9","21","0"
"7","9","22","0"
"7","9","23","0"
"7","10","0","0"
"7","10","1","0"
"7","10","2","0"
"7","10","3","0"
"7","10","4","0"
"7","10","5","14.548"
"7","10","6","61.726"
"7","10","7","146.624"
"7","10","8","266.188"
"7","10","9","391.172"
"7","10","10","503.782"
"7","10","11","581.591"
"7","10","12","610.146"
"7","10","13","583.747"
"7","10","14","521.997"
"7","10","15","407.642"
"7","10","16","278.53"
"7","10","17","156.541"
"7","10","18","67.622"
"7","10","19","18.532"
"7","10","20","0"
"7","10","21","0"
"7","10","22","0"
"7","10","23","0"
"7","11","0","0"
"7","11","1","0"
"7","11","2","0"
"7","11","3","0"
"7","11","4","0"
"7","11","5","21.191"
"7","11","6","76.128"
"7","11","7","149.865"
"7","11","8","241.24"
"7","11","9","339.474"
"7","11","10","424.845"
"7","11","11","495.616"
"7","11","12","517.66"
"7","11","13","497.819"
"7","11","14","446.12"
"7","11","15","356.733"
"7","11","16","254.063"
"7","11","17","159.172"
"7","11","18","82.012"
"7","11","19","26.98"
"7","11","20","0"
"7","11","21","0"
"7","11","22","0"
"7","11","23","0"
"7","12","0","0"
"7","12","1","0"
"7","12","2","0"
"7","12","3","0"
"7","12","4","0"
"7","12","5","21.564"
"7","12","6","76.556"
"7","12","7","140.275"
"7","12","8","212.018"
"7","12","9","288.983"
"7","12","10","356.374"
"7","12","11","410.972"
"7","12","12","436.014"
"7","12","13","419.686"
"7","12","14","367.653"
"7","12","15","294.359"
"7","12","16","217.395"
"7","12","17","145.753"
"7","12","18","83.05"
"7","12","19","28.572"
"7","12","20","0"
"7","12","21","0"
"7","12","22","0"
"7","12","23","0"
"7","13","0","0"
"7","13","1","0"
"7","13","2","0"
"7","13","3","0"
"7","13","4","0"
"7","13","5","19.469"
"7","13","6","73.624"
"7","13","7","131.781"
"7","13","8","199.242"
"7","13","9","266.816"
"7","13","10","333.012"
"7","13","11","380.961"
"7","13","12","397.565"
"7","13","13","384.529"
"7","13","14","339.251"
"7","13","15","270.801"
"7","13","16","205.635"
"7","13","17","141.995"
"7","13","18","81.92"
"7","13","19","27.119"
"7","13","20","0"
"7","13","21","0"
"7","13","22","0"
"7","13","23","0"
"7","14","0","0"
"7","14","1","0"
"7","14","2","0"
"7","14","3","0"
"7","14","4","0"
"7","14","5","12.302"
"7","14","6","58.459"
"7","14","7","143.074"
"7","14","8","263.677"
"7","14","9","389.041"
"7","14","10","504.028"
"7","14","11","580.881"
"7","14","12","609.27"
"7","14","13","583.297"
"7","14","14","507.646"
"7","14","15","395.76"
"7","14","16","269.837"
"7","14","17","150.762"
"7","14","18","64.472"
"7","14","19","16.906"
"7","14","20","0"
"7","14","21","0"
"7","14","22","0"
"7","14","23","0"
"7","15","0","0"
"7","15","1","0"
"7","15","2","0"
"7","15","3","0"
"7","15","4","0"
"7","15","5","6.81"
"7","15","6","44.909"
"7","15","7","132.227"
"7","15","8","265.494"
"7","15","9","419.87"
"7","15","10","559.967"
"7","15","11","659.203"
"7","15","12","692.387"
"7","15","13","679.611"
"7","15","14","596.632"
"7","15","15","460.602"
"7","15","16","297.446"
"7","15","17","153.769"
"7","15","18","55.319"
"7","15","19","10.822"
"7","15","20","0"
"7","15","21","0"
"7","15","22","0"
"7","15","23","0"
"7","16","0","0"
"7","16","1","0"
"7","16","2","0"
"7","16","3","0"
"7","16","4","0"
"7","16","5","12.082"
"7","16","6","58.039"
"7","16","7","144.835"
"7","16","8","267.988"
"7","16","9","398.925"
"7","16","10","528.182"
"7","16","11","625.747"
"7","16","12","666.318"
"7","16","13","636.567"
"7","16","14","551.579"
"7","16","15","426.229"
"7","16","16","285.716"
"7","16","17","157.578"
"7","16","18","66.09"
"7","16","19","16.961"
"7","16","20","0"
"7","16","21","0"
"7","16","22","0"
"7","16","23","0"
"7","17","0","0"
"7","17","1","0"
"7","17","2","0"
"7","17","3","0"
"7","17","4","0"
"7","17","5","5.854"
"7","17","6","43.402"
"7","17","7","132.837"
"7","17","8","271.728"
"7","17","9","426.307"
"7","17","10","566.831"
"7","17","11","661.616"
"7","17","12","699.367"
"7","17","13","669.037"
"7","17","14","587.446"
"7","17","15","448.048"
"7","17","16","291.813"
"7","17","17","149.591"
"7","17","18","52.421"
"7","17","19","9.508"
"7","17","20","0"
"7","17","21","0"
"7","17","22","0"
"7","17","23","0"
"7","18","0","0"
"7","18","1","0"
"7","18","2","0"
"7","18","3","0"
"7","18","4","0"
"7","18","5","4.377"
"7","18","6","37.554"
"7","18","7","130.546"
"7","18","8","276.458"
"7","18","9","443.921"
"7","18","10","595.152"
"7","18","11","694.704"
"7","18","12","724.236"
"7","18","13","691.537"
"7","18","14","584.042"
"7","18","15","446.734"
"7","18","16","289.876"
"7","18","17","145.801"
"7","18","18","46.445"
"7","18","19","7.296"
"7","18","20","0"
"7","18","21","0"
"7","18","22","0"
"7","18","23","0"
"7","19","0","0"
"7","19","1","0"
"7","19","2","0"
"7","19","3","0"
"7","19","4","0"
"7","19","5","9.618"
"7","19","6","54.78"
"7","19","7","140.417"
"7","19","8","266.819"
"7","19","9","407.463"
"7","19","10","536.285"
"7","19","11","624.48"
"7","19","12","656.913"
"7","19","13","628.731"
"7","19","14","552.74"
"7","19","15","425.315"
"7","19","16","284.914"
"7","19","17","155.339"
"7","19","18","64.168"
"7","19","19","15.441"
"7","19","20","0"
"7","19","21","0"
"7","19","22","0"
"7","19","23","0"
"7","20","0","0"
"7","20","1","0"
"7","20","2","0"
"7","20","3","0"
"7","20","4","0"
"7","20","5","14.127"
"7","20","6","68.472"
"7","20","7","125.476"
"7","20","8","191.805"
"7","20","9","257.279"
"7","20","10","321.647"
"7","20","11","364.075"
"7","20","12","372.199"
"7","20","13","367.438"
"7","20","14","331.724"
"7","20","15","270.179"
"7","20","16","202.868"
"7","20","17","136.307"
"7","20","18","77.487"
"7","20","19","22.441"
"7","20","20","0"
"7","20","21","0"
"7","20","22","0"
"7","20","23","0"
"7","21","0","0"
"7","21","1","0"
"7","21","2","0"
"7","21","3","0"
"7","21","4","0"
"7","21","5","7.499"
"7","21","6","46.174"
"7","21","7","90.53"
"7","21","8","137.295"
"7","21","9","180.548"
"7","21","10","224.354"
"7","21","11","252.039"
"7","21","12","262.909"
"7","21","13","254.693"
"7","21","14","225.899"
"7","21","15","182.254"
"7","21","16","140.291"
"7","21","17","96.49"
"7","21","18","51.874"
"7","21","19","13.793"
"7","21","20","0"
"7","21","21","0"
"7","21","22","0"
"7","21","23","0"
"7","22","0","0"
"7","22","1","0"
"7","22","2","0"
"7","22","3","0"
"7","22","4","0"
"7","22","5","13.504"
"7","22","6","65.141"
"7","22","7","142.081"
"7","22","8","239.544"
"7","22","9","347.631"
"7","22","10","442.858"
"7","22","11","527.105"
"7","22","12","553.454"
"7","22","13","530.688"
"7","22","14","460.825"
"7","22","15","357.191"
"7","22","16","250.293"
"7","22","17","153.556"
"7","22","18","74.74"
"7","22","19","20.418"
"7","22","20","0"
"7","22","21","0"
"7","22","22","0"
"7","22","23","0"
"7","23","0","0"
"7","23","1","0"
"7","23","2","0"
"7","23","3","0"
"7","23","4","0"
"7","23","5","12.825"
"7","23","6","65.629"
"7","23","7","141.918"
"7","23","8","236.067"
"7","23","9","338.862"
"7","23","10","430.128"
"7","23","11","506.32"
"7","23","12","536.805"
"7","23","13","509.846"
"7","23","14","454.569"
"7","23","15","360.712"
"7","23","16","251.469"
"7","23","17","152.675"
"7","23","18","74.108"
"7","23","19","20.119"
"7","23","20","0"
"7","23","21","0"
"7","23","22","0"
"7","23","23","0"
"7","24","0","0"
"7","24","1","0"
"7","24","2","0"
"7","24","3","0"
"7","24","4","0"
"7","24","5","13.617"
"7","24","6","67.845"
"7","24","7","135.521"
"7","24","8","215.062"
"7","24","9","301.078"
"7","24","10","376.486"
"7","24","11","444.227"
"7","24","12","472.433"
"7","24","13","454.833"
"7","24","14","395.919"
"7","24","15","314.555"
"7","24","16","228.924"
"7","24","17","143.663"
"7","24","18","75.529"
"7","24","19","21.146"
"7","24","20","0"
"7","24","21","0"
"7","24","22","0"
"7","24","23","0"
"7","25","0","0"
"7","25","1","0"
"7","25","2","0"
"7","25","3","0"
"7","25","4","0"
"7","25","5","1.724"
"7","25","6","32.487"
"7","25","7","120.895"
"7","25","8","262.636"
"7","25","9","423.679"
"7","25","10","571.027"
"7","25","11","664.456"
"7","25","12","701.643"
"7","25","13","670.629"
"7","25","14","585.154"
"7","25","15","446.147"
"7","25","16","284.766"
"7","25","17","139.099"
"7","25","18","43.08"
"7","25","19","5.723"
"7","25","20","0"
"7","25","21","0"
"7","25","22","0"
"7","25","23","0"
"7","26","0","0"
"7","26","1","0"
"7","26","2","0"
"7","26","3","0"
"7","26","4","0"
"7","26","5","1.822"
"7","26","6","30.954"
"7","26","7","116.679"
"7","26","8","252.79"
"7","26","9","405.509"
"7","26","10","543.14"
"7","26","11","652.476"
"7","26","12","691.149"
"7","26","13","659.484"
"7","26","14","572.96"
"7","26","15","431.797"
"7","26","16","275.201"
"7","26","17","133.38"
"7","26","18","40.223"
"7","26","19","5.071"
"7","26","20","0"
"7","26","21","0"
"7","26","22","0"
"7","26","23","0"
"7","27","0","0"
"7","27","1","0"
"7","27","2","0"
"7","27","3","0"
"7","27","4","0"
"7","27","5","4.786"
"7","27","6","43.306"
"7","27","7","126.405"
"7","27","8","253.311"
"7","27","9","395.927"
"7","27","10","528.595"
"7","27","11","618.81"
"7","27","12","653.256"
"7","27","13","624.433"
"7","27","14","528.493"
"7","27","15","403.951"
"7","27","16","267.346"
"7","27","17","141.016"
"7","27","18","53.209"
"7","27","19","10.134"
"7","27","20","0"
"7","27","21","0"
"7","27","22","0"
"7","27","23","0"
"7","28","0","0"
"7","28","1","0"
"7","28","2","0"
"7","28","3","0"
"7","28","4","0"
"7","28","5","6.187"
"7","28","6","49.234"
"7","28","7","130.077"
"7","28","8","246.469"
"7","28","9","384.399"
"7","28","10","505.272"
"7","28","11","590.914"
"7","28","12","620.71"
"7","28","13","594.312"
"7","28","14","512.911"
"7","28","15","397.357"
"7","28","16","263.522"
"7","28","17","145.849"
"7","28","18","59.738"
"7","28","19","11.412"
"7","28","20","0"
"7","28","21","0"
"7","28","22","0"
"7","28","23","0"
"7","29","0","0"
"7","29","1","0"
"7","29","2","0"
"7","29","3","0"
"7","29","4","0"
"7","29","5","9.847"
"7","29","6","63.494"
"7","29","7","126.877"
"7","29","8","198.38"
"7","29","9","276.703"
"7","29","10","343.757"
"7","29","11","399.23"
"7","29","12","422.56"
"7","29","13","412.273"
"7","29","14","368.427"
"7","29","15","301.555"
"7","29","16","216.755"
"7","29","17","139.638"
"7","29","18","73.028"
"7","29","19","17.303"
"7","29","20","0"
"7","29","21","0"
"7","29","22","0"
"7","29","23","0"
"7","30","0","0"
"7","30","1","0"
"7","30","2","0"
"7","30","3","0"
"7","30","4","0"
"7","30","5","5.653"
"7","30","6","51.625"
"7","30","7","108.084"
"7","30","8","161.727"
"7","30","9","219.489"
"7","30","10","273.622"
